,Local time year_month_day_hr_min_s,Time in sec since UTC [s],Time since start [s],HMC8041 - 3V3 - CH1 Voltage [V],HMC8041 - 3V3 - CH1 Current [A],HMC8041 - 3V3 - CH1 Energy since inception [Wh],HMC8041 - 3V3 - CH1 Power [W],HMC8041 - 5V - CH1 Voltage [V],HMC8041 - 5V - CH1 Current [A],HMC8041 - 5V - CH1 Energy since inception [Wh],HMC8041 - 5V - CH1 Power [W],HMC8041 - 12V - CH1 Voltage [V],HMC8041 - 12V - CH1 Current [A],HMC8041 - 12V - CH1 Energy since inception [Wh],HMC8041 - 12V - CH1 Power [W],HMC8041 - NRB - CH1 Voltage [V],HMC8041 - NRB - CH1 Current [A],HMC8041 - NRB - CH1 Energy since inception [Wh],HMC8041 - NRB - CH1 Power [W],GRPH CH 1 [C],GRPH CH 2 [C],GRPH CH 3 [C],GRPH CH 4 [C],MOTEM1 current_A,MOTEM1 current_B,MOTEM1 current_C,MOTEM1 motor_theta,MOTEM1 status_flags,MOTEM1 error_flags,MOTEM1 sampled_error_flags,MOTEM1 hall_theta,MOTEM1 Moving,MOTEM1 Move_type,MOTEM1 theta_error,HMC Power total [W],HMC Energy total [Wh]
2172,2020_08_14_12_07_15,1597399635.8097696,1427.2722628116608,3.3,0.2472,0.322,0.8157599999999999,5.0,0.0157,0.03,0.07849999999999999,12.0,0.0875,0.417,1.0499999999999998,13.0,0.083,0.375,1.079,-67.05,-62.55,-67.35,-61.3,2046.0,2316.0,2038.0,19999.0,3.0,0.0,0.0,19971.0,1.0,forward,1.0,3.0232599999999996,1.144
2173,2020_08_14_12_07_16,1597399636.385509,1427.8480021953583,3.3,0.244,0.322,0.8051999999999999,5.0,0.0157,0.03,0.07849999999999999,12.0,0.0887,0.417,1.0644,13.0,0.0949,0.375,1.2337,-67.05,-62.55,-67.35,-61.35,2040.0,2009.0,2264.0,20097.0,3.0,0.0,0.0,20071.0,1.0,forward,1.0,3.1818,1.144
2174,2020_08_14_12_07_17,1597399637.0941732,1428.5566663742065,3.3,0.2493,0.322,0.8226899999999999,5.0,0.0157,0.03,0.07849999999999999,12.0,0.0881,0.417,1.0572,13.0,0.0877,0.375,1.1401,-67.05,-62.55,-67.35,-61.3,2303.0,2010.0,2035.0,20217.0,3.0,0.0,0.0,20189.0,1.0,forward,1.0,3.09849,1.144
2175,2020_08_14_12_07_17,1597399637.8958752,1429.358368396759,3.3,0.2492,0.322,0.82236,5.0,0.0157,0.03,0.07849999999999999,12.0,0.0876,0.417,1.0512,13.0,0.0747,0.375,0.9711000000000001,-67.05,-62.55,-67.35,-61.3,2310.0,2011.0,2033.0,20353.0,3.0,0.0,0.0,20327.0,1.0,forward,1.0,2.92316,1.144
2176,2020_08_14_12_07_18,1597399638.4486952,1429.911188364029,3.3,0.2438,0.322,0.8045399999999999,5.0,0.0156,0.03,0.078,12.0,0.0878,0.417,1.0536,13.0,0.065,0.376,0.845,-67.05,-62.55,-67.3,-61.3,2037.0,2256.0,2034.0,20447.0,3.0,0.0,0.0,20421.0,1.0,forward,1.0,2.7811399999999997,1.145
2177,2020_08_14_12_07_19,1597399639.0016558,1430.4641489982605,3.3,0.2495,0.323,0.8233499999999999,5.0,0.0157,0.03,0.07849999999999999,12.0,0.087,0.418,1.044,13.0,0.0145,0.376,0.1885,-67.05,-62.55,-67.35,-61.3,2043.0,2008.0,2288.0,20541.0,3.0,0.0,0.0,20515.0,0.0,rest,0.0,2.13435,1.1469999999999998
2178,2020_08_14_12_07_19,1597399639.6773894,1431.1398825645447,3.3,0.249,0.323,0.8217,5.0,0.0155,0.03,0.0775,12.0,0.087,0.418,1.044,13.0,0.0098,0.376,0.12739999999999999,-67.05,-62.55,-67.35,-61.3,2049.0,2010.0,2109.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.0706,1.1469999999999998
2179,2020_08_14_12_07_20,1597399640.3226254,1431.7851185798645,3.3,0.2492,0.323,0.82236,5.0,0.0155,0.03,0.0775,12.0,0.087,0.418,1.044,13.0,0.0098,0.376,0.12739999999999999,-67.05,-62.55,-67.35,-61.3,2050.0,2010.0,2110.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.07126,1.1469999999999998
2180,2020_08_14_12_07_20,1597399640.9143813,1432.376874446869,3.3,0.2492,0.323,0.82236,5.0,0.0155,0.03,0.0775,12.0,0.087,0.418,1.044,13.0,0.0098,0.376,0.12739999999999999,-67.05,-62.55,-67.35,-61.3,2043.0,2010.0,2108.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.07126,1.1469999999999998
2181,2020_08_14_12_07_21,1597399641.440589,1432.9030821323395,3.3,0.2438,0.323,0.8045399999999999,5.0,0.0155,0.03,0.0775,12.0,0.087,0.418,1.044,13.0,0.0099,0.376,0.1287,-67.05,-62.55,-67.35,-61.3,2040.0,2011.0,2105.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.05474,1.1469999999999998
2182,2020_08_14_12_07_21,1597399641.9519825,1433.4144756793976,3.3,0.2438,0.323,0.8045399999999999,5.0,0.0155,0.03,0.0775,12.0,0.087,0.418,1.044,13.0,0.0099,0.376,0.1287,-67.05,-62.55,-67.3,-61.3,2041.0,2010.0,2105.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.05474,1.1469999999999998
2183,2020_08_14_12_07_22,1597399642.5916333,1434.0541265010834,3.3,0.2438,0.323,0.8045399999999999,5.0,0.0155,0.03,0.0775,12.0,0.087,0.419,1.044,13.0,0.0098,0.376,0.12739999999999999,-67.05,-62.55,-67.3,-61.3,2040.0,2011.0,2105.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.05344,1.1480000000000001
2184,2020_08_14_12_07_23,1597399643.1749017,1434.6373949050903,3.3,0.2438,0.324,0.8045399999999999,5.0,0.0155,0.03,0.0775,12.0,0.087,0.419,1.044,13.0,0.0098,0.376,0.12739999999999999,-67.05,-62.55,-67.35,-61.3,2039.0,2010.0,2105.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.05344,1.149
2185,2020_08_14_12_07_23,1597399643.9069467,1435.3694398403168,3.3,0.2438,0.324,0.8045399999999999,5.0,0.0156,0.03,0.078,12.0,0.0874,0.419,1.0488,13.0,0.0652,0.376,0.8475999999999999,-67.05,-62.55,-67.35,-61.3,2040.0,2010.0,2104.0,20552.0,3.0,0.0,0.0,20544.0,1.0,backward,1.0,2.7789399999999995,1.149
2186,2020_08_14_12_07_24,1597399644.4207473,1435.8832404613495,3.3,0.2441,0.324,0.80553,5.0,0.0156,0.03,0.078,12.0,0.088,0.419,1.056,13.001,0.0974,0.376,1.2662974,-67.05,-62.55,-67.3,-61.3,2048.0,2231.0,2035.0,20464.0,3.0,0.0,0.0,20489.0,1.0,backward,1.0,3.2058274,1.149
2187,2020_08_14_12_07_25,1597399645.0550635,1436.5175566673279,3.3,0.2441,0.324,0.80553,5.0,0.0157,0.03,0.07849999999999999,12.0,0.0877,0.419,1.0524,13.0,0.0858,0.376,1.1154,-67.05,-62.55,-67.35,-61.3,2036.0,2012.0,2324.0,20357.0,3.0,0.0,0.0,20385.0,1.0,backward,1.0,3.05183,1.149
2188,2020_08_14_12_07_25,1597399645.6210299,1437.0835230350494,3.3,0.2442,0.324,0.8058599999999999,5.0,0.0157,0.03,0.07849999999999999,12.0,0.0883,0.42,1.0596,13.0,0.0912,0.376,1.1856,-67.05,-62.55,-67.35,-61.3,2297.0,2009.0,2038.0,20261.0,3.0,0.0,0.0,20287.0,1.0,backward,1.0,3.12956,1.15
2189,2020_08_14_12_07_26,1597399646.3460517,1437.8085448741913,3.3,0.2441,0.324,0.80553,5.0,0.0157,0.03,0.07849999999999999,12.0,0.0883,0.42,1.0596,13.0,0.0791,0.377,1.0283,-67.05,-62.55,-67.35,-61.3,2035.0,2279.0,2034.0,20138.0,3.0,0.0,0.0,20166.0,1.0,backward,1.0,2.9719300000000004,1.151
2190,2020_08_14_12_07_26,1597399646.8512192,1438.3137123584747,3.3,0.244,0.324,0.8051999999999999,5.0,0.0155,0.03,0.0775,12.0,0.0885,0.42,1.0619999999999998,13.0,0.0816,0.377,1.0608,-67.05,-62.55,-67.35,-61.3,2048.0,2273.0,2036.0,20052.0,3.0,0.0,0.0,20081.0,1.0,backward,1.0,3.0054999999999996,1.151
2191,2020_08_14_12_07_27,1597399647.5196323,1438.9821255207062,3.3,0.2441,0.325,0.80553,5.0,0.0155,0.03,0.0775,12.0,0.0875,0.42,1.0499999999999998,13.0,0.0721,0.377,0.9373,-67.05,-62.55,-67.35,-61.3,2039.0,2290.0,2032.0,19939.0,3.0,0.0,0.0,19967.0,1.0,backward,1.0,2.87033,1.152
2192,2020_08_14_12_07_28,1597399648.1636512,1439.6261444091797,3.3,0.2441,0.325,0.80553,5.0,0.0156,0.03,0.078,12.0,0.0874,0.42,1.0488,13.0,0.0711,0.377,0.9242999999999999,-67.1,-62.6,-67.45,-61.35,2295.0,2009.0,2035.0,19829.0,3.0,0.0,0.0,19855.0,1.0,backward,1.0,2.85663,1.152
2193,2020_08_14_12_07_28,1597399648.7461805,1440.2086737155914,3.3,0.2438,0.325,0.8045399999999999,5.0,0.0157,0.03,0.07849999999999999,12.0,0.0883,0.42,1.0596,13.0,0.0912,0.377,1.1856,-67.1,-62.6,-67.45,-61.35,2341.0,2008.0,2038.0,19730.0,3.0,0.0,0.0,19759.0,1.0,backward,1.0,3.12824,1.152
2194,2020_08_14_12_07_29,1597399649.3797193,1440.8422124385834,3.3,0.2439,0.325,0.80487,5.0,0.0155,0.03,0.0775,12.0,0.088,0.421,1.056,13.001,0.0961,0.378,1.2493961,-67.1,-62.6,-67.45,-61.35,2050.0,2009.0,2261.0,19623.0,3.0,0.0,0.0,19648.0,1.0,backward,1.0,3.1877661,1.154
2195,2020_08_14_12_07_29,1597399649.9906251,1441.4531183242798,3.3,0.2492,0.325,0.82236,5.0,0.0155,0.03,0.0775,12.0,0.0884,0.421,1.0608,12.999,0.0729,0.378,0.9476271000000002,-67.1,-62.6,-67.45,-61.35,2046.0,2297.0,2037.0,19519.0,3.0,0.0,0.0,19548.0,1.0,backward,1.0,2.9082871,1.154
2196,2020_08_14_12_07_30,1597399650.7066126,1442.1691057682037,3.3,0.2439,0.325,0.80487,5.0,0.0156,0.03,0.078,12.0,0.0873,0.421,1.0476,13.0,0.1011,0.378,1.3143,-67.1,-62.6,-67.45,-61.35,2045.0,2011.0,2335.0,19398.0,3.0,0.0,0.0,19425.0,1.0,backward,1.0,3.24477,1.154
2197,2020_08_14_12_07_31,1597399651.363932,1442.826425075531,3.3,0.244,0.325,0.8051999999999999,5.0,0.0156,0.03,0.078,12.0,0.0877,0.421,1.0524,13.0,0.0753,0.378,0.9789000000000001,-67.1,-62.65,-67.35,-61.35,2262.0,2010.0,2035.0,19286.0,3.0,0.0,0.0,19310.0,1.0,backward,1.0,2.9145000000000003,1.154
2198,2020_08_14_12_07_31,1597399651.935263,1443.397756099701,3.3,0.2439,0.326,0.80487,5.0,0.0155,0.03,0.0775,12.0,0.0883,0.421,1.0596,13.0,0.0608,0.378,0.7904,-67.1,-62.65,-67.35,-61.35,2041.0,2307.0,2032.0,19189.0,3.0,0.0,0.0,19217.0,1.0,backward,1.0,2.73237,1.1549999999999998
2199,2020_08_14_12_07_32,1597399652.504074,1443.9665672779083,3.3,0.2495,0.326,0.8233499999999999,5.0,0.0155,0.03,0.0775,12.0,0.0874,0.421,1.0488,13.0,0.0793,0.379,1.0309,-67.1,-62.6,-67.45,-61.35,2050.0,2258.0,2035.0,19093.0,3.0,0.0,0.0,19121.0,1.0,backward,1.0,2.98055,1.156
2200,2020_08_14_12_07_33,1597399653.0998023,1444.5622954368591,3.3,0.244,0.326,0.8051999999999999,5.0,0.0156,0.03,0.078,12.0,0.0875,0.422,1.0499999999999998,13.0,0.0681,0.379,0.8853,-67.1,-62.6,-67.35,-61.35,2247.0,2009.0,2036.0,18992.0,3.0,0.0,0.0,19016.0,1.0,backward,1.0,2.8185,1.157
2201,2020_08_14_12_07_33,1597399653.8601103,1445.3226034641266,3.3,0.2439,0.326,0.80487,5.0,0.0156,0.031,0.078,12.0,0.0874,0.422,1.0488,13.0,0.1058,0.379,1.3754,-67.1,-62.6,-67.35,-61.35,2042.0,2009.0,2230.0,18863.0,3.0,0.0,0.0,18886.0,1.0,backward,1.0,3.30707,1.158
2202,2020_08_14_12_07_34,1597399654.439761,1445.9022541046143,3.3,0.244,0.326,0.8051999999999999,5.0,0.0156,0.031,0.078,12.0,0.0879,0.422,1.0548000000000002,13.0,0.1069,0.379,1.3897,-67.1,-62.6,-67.45,-61.35,2347.0,2008.0,2038.0,18764.0,3.0,0.0,0.0,18793.0,1.0,backward,1.0,3.3277,1.158
2203,2020_08_14_12_07_35,1597399655.1339078,1446.596400976181,3.3,0.244,0.326,0.8051999999999999,5.0,0.0155,0.031,0.0775,12.0,0.0876,0.422,1.0512,13.0,0.0849,0.38,1.1037000000000001,-67.05,-62.6,-67.45,-61.3,2041.0,2009.0,2264.0,18647.0,3.0,0.0,0.0,18670.0,1.0,backward,1.0,3.0376000000000003,1.1589999999999998
2204,2020_08_14_12_07_35,1597399655.9470937,1447.409586906433,3.3,0.2495,0.326,0.8233499999999999,5.0,0.0155,0.031,0.0775,12.0,0.0879,0.423,1.0548000000000002,13.0,0.0744,0.38,0.9672,-67.05,-62.6,-67.45,-61.3,2036.0,2010.0,2318.0,18509.0,3.0,0.0,0.0,18537.0,1.0,backward,1.0,2.92285,1.1600000000000001
2205,2020_08_14_12_07_36,1597399656.5091276,1447.971620798111,3.3,0.244,0.327,0.8051999999999999,5.0,0.0155,0.031,0.0775,12.0,0.0883,0.423,1.0596,13.0,0.0657,0.38,0.8541,-67.05,-62.6,-67.35,-61.35,2037.0,2011.0,2290.0,18413.0,3.0,0.0,0.0,18441.0,1.0,backward,1.0,2.7963999999999998,1.161
2206,2020_08_14_12_07_37,1597399657.0685322,1448.5310254096985,3.3,0.2493,0.327,0.8226899999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0875,0.423,1.0499999999999998,13.0,0.0756,0.38,0.9828,-67.05,-62.65,-67.35,-61.35,2265.0,2008.0,2037.0,18318.0,3.0,0.0,0.0,18343.0,1.0,backward,1.0,2.9339899999999997,1.161
2207,2020_08_14_12_07_37,1597399657.6603763,1449.1228694915771,3.3,0.2442,0.327,0.8058599999999999,5.0,0.0156,0.031,0.078,12.0,0.0874,0.423,1.0488,13.0,0.0775,0.38,1.0075,-67.05,-62.65,-67.35,-61.35,2045.0,2011.0,2272.0,18218.0,3.0,0.0,0.0,18243.0,1.0,backward,1.0,2.9401599999999997,1.161
2208,2020_08_14_12_07_38,1597399658.262354,1449.7248470783234,3.3,0.2442,0.327,0.8058599999999999,5.0,0.0156,0.031,0.078,12.0,0.0877,0.423,1.0524,13.0,0.0938,0.381,1.2193999999999998,-67.1,-62.6,-67.35,-61.35,2244.0,2009.0,2034.0,18116.0,3.0,0.0,0.0,18140.0,1.0,backward,1.0,3.1556599999999997,1.162
2209,2020_08_14_12_07_38,1597399658.8892744,1450.351767539978,3.3,0.244,0.327,0.8051999999999999,5.0,0.0156,0.031,0.078,12.0,0.0879,0.423,1.0548000000000002,13.0,0.1012,0.381,1.3155999999999999,-67.1,-62.6,-67.35,-61.35,2049.0,2254.0,2035.0,18009.0,3.0,0.0,0.0,18035.0,1.0,backward,1.0,3.2536,1.162
2210,2020_08_14_12_07_39,1597399659.3950481,1450.8575413227081,3.3,0.244,0.327,0.8051999999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0875,0.424,1.0499999999999998,13.0,0.0964,0.381,1.2532,-67.05,-62.6,-67.45,-61.35,2344.0,2011.0,2034.0,17924.0,3.0,0.0,0.0,17954.0,1.0,backward,1.0,3.1868999999999996,1.163
2211,2020_08_14_12_07_39,1597399659.9105215,1451.3730146884918,3.3,0.244,0.327,0.8051999999999999,5.0,0.0155,0.031,0.0775,12.0,0.0876,0.424,1.0512,13.0,0.0889,0.381,1.1557000000000002,-67.05,-62.6,-67.45,-61.35,2039.0,2010.0,2315.0,17836.0,3.0,0.0,0.0,17865.0,1.0,backward,1.0,3.0896,1.163
2212,2020_08_14_12_07_40,1597399660.6524937,1452.114986896515,3.3,0.244,0.328,0.8051999999999999,5.0,0.0156,0.031,0.078,12.0,0.0882,0.424,1.0584,13.0,0.0838,0.381,1.0894,-67.1,-62.6,-67.35,-61.35,2040.0,2012.0,2325.0,17710.0,3.0,0.0,0.0,17739.0,1.0,backward,1.0,3.0309999999999997,1.164
2213,2020_08_14_12_07_41,1597399661.3243291,1452.7868223190308,3.3,0.244,0.328,0.8051999999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0874,0.424,1.0488,13.0,0.0728,0.381,0.9464,-67.05,-62.6,-67.45,-61.35,2045.0,2011.0,2265.0,17596.0,3.0,0.0,0.0,17619.0,1.0,backward,1.0,2.8789,1.164
2214,2020_08_14_12_07_41,1597399661.9237413,1453.3862345218658,3.3,0.244,0.328,0.8051999999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0877,0.424,1.0524,12.999,0.0729,0.382,0.9476271000000002,-67.05,-62.6,-67.45,-61.35,2036.0,2235.0,2034.0,17495.0,3.0,0.0,0.0,17520.0,1.0,backward,1.0,2.8837271,1.165
2215,2020_08_14_12_07_42,1597399662.5733953,1454.0358884334564,3.3,0.2487,0.328,0.8207099999999999,5.0,0.0155,0.031,0.0775,12.0,0.0874,0.424,1.0488,13.0,0.0923,0.382,1.1999,-67.05,-62.6,-67.45,-61.3,2037.0,2011.0,2275.0,17384.0,3.0,0.0,0.0,17409.0,1.0,backward,1.0,3.14691,1.165
2216,2020_08_14_12_07_43,1597399663.2926986,1454.7551918029785,3.3,0.244,0.328,0.8051999999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0885,0.425,1.0619999999999998,13.0,0.0993,0.382,1.2909,-67.1,-62.6,-67.45,-61.3,2038.0,2245.0,2039.0,17262.0,3.0,0.0,0.0,17286.0,1.0,backward,1.0,3.2365999999999997,1.166
2217,2020_08_14_12_07_43,1597399663.8917973,1455.354290485382,3.3,0.2439,0.328,0.80487,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0882,0.425,1.0584,13.001,0.0774,0.382,1.0062773999999999,-67.1,-62.6,-67.45,-61.3,2049.0,2009.0,2332.0,17161.0,3.0,0.0,0.0,17188.0,1.0,backward,1.0,2.9480474,1.166
2218,2020_08_14_12_07_44,1597399664.4829917,1455.9454848766327,3.3,0.2438,0.328,0.8045399999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0886,0.425,1.0632,13.0,0.0783,0.382,1.0179,-67.05,-62.55,-67.35,-61.3,2045.0,2011.0,2261.0,17060.0,3.0,0.0,0.0,17085.0,1.0,backward,1.0,2.96414,1.166
2219,2020_08_14_12_07_45,1597399665.0346541,1456.497147321701,3.3,0.2439,0.328,0.80487,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0874,0.425,1.0488,13.001,0.0734,0.382,0.9542734,-67.05,-62.55,-67.35,-61.3,2041.0,2008.0,2258.0,16967.0,3.0,0.0,0.0,16990.0,1.0,backward,1.0,2.8864434,1.166
2220,2020_08_14_12_07_45,1597399665.5819838,1457.0444769859314,3.3,0.2438,0.329,0.8045399999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0887,0.425,1.0644,12.999,0.0687,0.383,0.8930313,-67.05,-62.55,-67.35,-61.3,2036.0,2300.0,2035.0,16874.0,3.0,0.0,0.0,16902.0,1.0,backward,1.0,2.8404713,1.168
2221,2020_08_14_12_07_46,1597399666.356899,1457.8193922042847,3.3,0.2494,0.329,0.82302,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0876,0.426,1.0512,13.0,0.0816,0.383,1.0608,-67.05,-62.55,-67.35,-61.3,2048.0,2283.0,2034.0,16742.0,3.0,0.0,0.0,16769.0,1.0,backward,1.0,3.0135199999999998,1.169
2222,2020_08_14_12_07_47,1597399667.1444302,1458.606923341751,3.3,0.2495,0.329,0.8233499999999999,5.0,0.0156,0.031,0.078,12.0,0.0885,0.426,1.0619999999999998,13.0,0.0884,0.383,1.1492,-67.05,-62.55,-67.35,-61.3,2039.0,2277.0,2031.0,16609.0,3.0,0.0,0.0,16637.0,1.0,backward,1.0,3.1125499999999997,1.169
2223,2020_08_14_12_07_47,1597399667.9342785,1459.3967716693878,3.3,0.2492,0.329,0.82236,5.0,0.0155,0.031,0.0775,12.0,0.0884,0.426,1.0608,13.0,0.093,0.383,1.209,-67.05,-62.55,-67.35,-61.3,2037.0,2225.0,2034.0,16475.0,3.0,0.0,0.0,16500.0,1.0,backward,1.0,3.16966,1.169
2224,2020_08_14_12_07_48,1597399668.573072,1460.0355651378632,3.3,0.244,0.329,0.8051999999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0874,0.426,1.0488,13.0,0.0802,0.383,1.0426,-67.05,-62.55,-67.35,-61.3,2039.0,2011.0,2322.0,16366.0,3.0,0.0,0.0,16395.0,1.0,backward,1.0,2.9751,1.169
2225,2020_08_14_12_07_49,1597399669.1926398,1460.655133008957,3.3,0.2493,0.329,0.8226899999999999,5.0,0.0156,0.031,0.078,12.0,0.0883,0.426,1.0596,13.0,0.0833,0.383,1.0829,-67.05,-62.55,-67.3,-61.3,2241.0,2009.0,2034.0,16261.0,3.0,0.0,0.0,16285.0,1.0,backward,1.0,3.04319,1.169
2226,2020_08_14_12_07_49,1597399669.8536224,1461.316115617752,3.3,0.2441,0.33,0.80553,5.0,0.0155,0.031,0.0775,12.0,0.0877,0.427,1.0524,13.0,0.0718,0.384,0.9334,-67.05,-62.55,-67.3,-61.3,2040.0,2241.0,2032.0,16149.0,3.0,0.0,0.0,16175.0,1.0,backward,1.0,2.86883,1.1720000000000002
2227,2020_08_14_12_07_50,1597399670.6505303,1462.113023519516,3.3,0.2443,0.33,0.80619,5.0,0.0155,0.031,0.0775,12.0,0.0877,0.427,1.0524,13.0,0.0791,0.384,1.0283,-67.05,-62.55,-67.3,-61.3,2258.0,2008.0,2034.0,16014.0,3.0,0.0,0.0,16039.0,1.0,backward,1.0,2.96439,1.1720000000000002
2228,2020_08_14_12_07_51,1597399671.2266107,1462.6891038417816,3.3,0.2439,0.33,0.80487,5.0,0.0155,0.031,0.0775,12.0,0.0876,0.427,1.0512,13.0,0.1079,0.384,1.4026999999999998,-67.05,-62.55,-67.3,-61.3,2049.0,2008.0,2283.0,15916.0,3.0,0.0,0.0,15940.0,1.0,backward,1.0,3.33627,1.1720000000000002
2229,2020_08_14_12_07_51,1597399671.7846296,1463.2471227645874,3.3,0.2493,0.33,0.8226899999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0876,0.427,1.0512,13.0,0.0986,0.384,1.2817999999999998,-67.05,-62.55,-67.3,-61.3,2049.0,2316.0,2034.0,15821.0,3.0,0.0,0.0,15851.0,1.0,backward,1.0,3.23419,1.1720000000000002
2230,2020_08_14_12_07_52,1597399672.337367,1463.799860239029,3.3,0.2495,0.33,0.8233499999999999,5.0,0.0156,0.031,0.078,12.0,0.0883,0.427,1.0596,13.0,0.0966,0.384,1.2558,-67.05,-62.55,-67.3,-61.3,2041.0,2242.0,2032.0,15728.0,3.0,0.0,0.0,15755.0,1.0,backward,1.0,3.21675,1.1720000000000002
2231,2020_08_14_12_07_52,1597399672.9095213,1464.3720145225525,3.3,0.2495,0.33,0.8233499999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0877,0.427,1.0524,13.0,0.0959,0.385,1.2467,-67.05,-62.55,-67.3,-61.3,2038.0,2206.0,2037.0,15630.0,3.0,0.0,0.0,15654.0,1.0,backward,1.0,3.2009499999999997,1.173
2232,2020_08_14_12_07_53,1597399673.591407,1465.0539002418518,3.3,0.244,0.33,0.8051999999999999,5.0,0.0156,0.031,0.078,12.0,0.0881,0.428,1.0572,12.999,0.0334,0.385,0.4341666,-67.05,-62.55,-67.35,-61.3,2037.0,2240.0,2034.0,15515.0,3.0,0.0,0.0,15540.0,0.0,rest,0.0,2.3745666,1.174
2233,2020_08_14_12_07_54,1597399674.438566,1465.9010591506958,3.3,0.2438,0.331,0.8045399999999999,5.0,0.0155,0.031,0.0775,12.0,0.0874,0.428,1.0488,13.0,0.008,0.385,0.10400000000000001,-67.05,-62.55,-67.35,-61.3,2043.0,2089.0,2038.0,15452.0,3.0,0.0,0.0,15461.0,0.0,rest,0.0,2.03484,1.175
2234,2020_08_14_12_07_54,1597399674.9812496,1466.4437427520752,3.3,0.2442,0.331,0.8058599999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.087,0.428,1.044,13.0,0.008,0.385,0.10400000000000001,-67.05,-62.55,-67.35,-61.3,2039.0,2010.0,2092.0,15452.0,3.0,0.0,0.0,15459.0,0.0,rest,0.0,2.03236,1.175
2235,2020_08_14_12_07_55,1597399675.5402637,1467.0027568340302,3.3,0.2491,0.331,0.8220299999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0873,0.428,1.0476,13.0,0.0051,0.385,0.0663,-67.05,-62.55,-67.35,-61.3,2089.0,2009.0,2035.0,15452.0,3.0,0.0,0.0,15458.0,0.0,rest,0.0,2.01443,1.175
2236,2020_08_14_12_07_56,1597399676.2075126,1467.6700057983398,3.3,0.2442,0.331,0.8058599999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0873,0.429,1.0476,13.0,0.0051,0.385,0.0663,-67.05,-62.55,-67.35,-61.3,2087.0,2011.0,2036.0,15452.0,3.0,0.0,0.0,15457.0,0.0,rest,0.0,1.9982600000000001,1.176
2237,2020_08_14_12_07_56,1597399676.9530475,1468.4155406951904,3.3,0.2441,0.331,0.80553,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0873,0.429,1.0476,13.0,0.0051,0.385,0.0663,-67.05,-62.55,-67.35,-61.3,2077.0,2011.0,2032.0,15452.0,3.0,0.0,0.0,15457.0,0.0,rest,0.0,1.9979300000000002,1.176
2238,2020_08_14_12_07_57,1597399677.486253,1468.9487462043762,3.3,0.2441,0.331,0.80553,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0873,0.429,1.0476,13.0,0.0051,0.385,0.0663,-67.05,-62.55,-67.35,-61.3,2077.0,2010.0,2032.0,15452.0,3.0,0.0,0.0,15457.0,0.0,rest,0.0,1.9979300000000002,1.176
2239,2020_08_14_12_07_58,1597399678.0379643,1469.5004575252533,3.3,0.2495,0.331,0.8233499999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0873,0.429,1.0476,13.0,0.0051,0.385,0.0663,-67.05,-62.55,-67.3,-61.3,2079.0,2010.0,2036.0,15452.0,3.0,0.0,0.0,15457.0,0.0,rest,0.0,2.01575,1.176
2240,2020_08_14_12_07_58,1597399678.5432763,1470.0057694911957,3.3,0.2495,0.332,0.8233499999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0874,0.429,1.0488,13.003,0.0373,0.385,0.4850119,-67.05,-62.55,-67.3,-61.3,2077.0,2011.0,2033.0,15452.0,3.0,0.0,0.0,15457.0,1.0,forward,1.0,2.4356619,1.177
2241,2020_08_14_12_07_59,1597399679.1673355,1470.6298286914825,3.3,0.2441,0.332,0.80553,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0877,0.429,1.0524,13.0,0.1117,0.385,1.4521,-67.05,-62.55,-67.3,-61.3,2040.0,2008.0,2276.0,15557.0,3.0,0.0,0.0,15529.0,1.0,forward,1.0,3.3885300000000003,1.177
