,Local time year_month_day_hr_min_s,Time in sec since UTC [s],Time since start [s],HMC8041 - 3V3 - CH1 Voltage [V],HMC8041 - 3V3 - CH1 Current [A],HMC8041 - 3V3 - CH1 Energy since inception [Wh],HMC8041 - 3V3 - CH1 Power [W],HMC8041 - 5V - CH1 Voltage [V],HMC8041 - 5V - CH1 Current [A],HMC8041 - 5V - CH1 Energy since inception [Wh],HMC8041 - 5V - CH1 Power [W],HMC8041 - 12V - CH1 Voltage [V],HMC8041 - 12V - CH1 Current [A],HMC8041 - 12V - CH1 Energy since inception [Wh],HMC8041 - 12V - CH1 Power [W],HMC8041 - NRB - CH1 Voltage [V],HMC8041 - NRB - CH1 Current [A],HMC8041 - NRB - CH1 Energy since inception [Wh],HMC8041 - NRB - CH1 Power [W],GRPH CH 1 [C],GRPH CH 2 [C],GRPH CH 3 [C],GRPH CH 4 [C],MOTEM1 current_A,MOTEM1 current_B,MOTEM1 current_C,MOTEM1 motor_theta,MOTEM1 status_flags,MOTEM1 error_flags,MOTEM1 sampled_error_flags,MOTEM1 hall_theta,MOTEM1 Moving,MOTEM1 Move_type,MOTEM1 theta_error,HMC Power total [W],HMC Energy total [Wh]
71,2020_08_14_11_44_17,1597398257.413444,48.87593722343445,3.3,0.2491,0.011,0.8220299999999999,5.0,0.0156,0.001,0.078,12.0,0.0873,0.014,1.0476,13.0,0.0852,0.016,1.1076,-67.6,-63.2,-67.95,-62.0,2040.0,2007.0,2278.0,2834.0,3.0,0.0,0.0,2860.0,1.0,backward,1.0,3.05523,0.042
72,2020_08_14_11_44_18,1597398258.4078872,49.87038040161133,3.3,0.2438,0.011,0.8045399999999999,5.0,0.0155,0.001,0.0775,12.0,0.0872,0.015,1.0464,13.0,0.0775,0.016,1.0075,-67.6,-63.2,-67.95,-62.0,2331.0,2008.0,2035.0,2665.0,3.0,0.0,0.0,2695.0,1.0,backward,1.0,2.93594,0.043
73,2020_08_14_11_44_19,1597398259.06279,50.525283098220825,3.3,0.244,0.011,0.8051999999999999,5.0,0.0155,0.001,0.0775,12.0,0.0875,0.015,1.0499999999999998,13.0,0.0947,0.016,1.2311,-67.6,-63.2,-67.95,-62.0,2292.0,2009.0,2034.0,2554.0,3.0,0.0,0.0,2581.0,1.0,backward,1.0,3.1637999999999997,0.043
74,2020_08_14_11_44_19,1597398259.8864899,51.3489830493927,3.3,0.2494,0.012,0.82302,5.0,0.0156,0.001,0.078,12.0,0.0884,0.015,1.0608,13.0,0.0871,0.017,1.1322999999999999,-67.6,-63.2,-67.95,-62.0,2049.0,2260.0,2036.0,2414.0,3.0,0.0,0.0,2441.0,1.0,backward,1.0,3.0941199999999998,0.045
75,2020_08_14_11_44_20,1597398260.5684626,52.03095579147339,3.3,0.2491,0.012,0.8220299999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0875,0.015,1.0499999999999998,13.0,0.0855,0.017,1.1115000000000002,-67.6,-63.2,-67.95,-62.05,2039.0,2011.0,2287.0,2299.0,3.0,0.0,0.0,2325.0,1.0,backward,1.0,3.06203,0.045
76,2020_08_14_11_44_21,1597398261.1863222,52.648815393447876,3.3,0.2494,0.012,0.82302,5.0,0.0155,0.001,0.0775,12.0,0.0875,0.015,1.0499999999999998,12.999,0.0794,0.017,1.0321206,-67.6,-63.2,-67.95,-62.0,2045.0,2275.0,2038.0,2194.0,3.0,0.0,0.0,2220.0,1.0,backward,1.0,2.9826406,0.045
77,2020_08_14_11_44_21,1597398261.9722533,53.434746503829956,3.3,0.2495,0.012,0.8233499999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0878,0.016,1.0536,13.0,0.0831,0.017,1.0802999999999998,-67.6,-63.2,-67.95,-62.0,2041.0,2009.0,2176.0,2061.0,3.0,0.0,0.0,2086.0,1.0,backward,1.0,3.0357499999999997,0.046
78,2020_08_14_11_44_22,1597398262.6790404,54.141533613204956,3.3,0.244,0.012,0.8051999999999999,5.0,0.0155,0.001,0.0775,12.0,0.0871,0.016,1.0452,13.0,0.0784,0.018,1.0191999999999999,-67.6,-63.2,-67.95,-62.0,2045.0,2268.0,2038.0,1941.0,3.0,0.0,0.0,1968.0,1.0,backward,1.0,2.9471,0.047
79,2020_08_14_11_44_23,1597398263.2565465,54.71903967857361,3.3,0.2494,0.012,0.82302,5.0,0.0156,0.001,0.078,12.0,0.0876,0.016,1.0512,13.0,0.086,0.018,1.1179999999999999,-67.6,-63.2,-67.95,-62.0,2036.0,2011.0,2272.0,1843.0,3.0,0.0,0.0,1869.0,1.0,backward,1.0,3.07022,0.047
80,2020_08_14_11_44_23,1597398263.8239956,55.2864887714386,3.3,0.2493,0.012,0.8226899999999999,5.0,0.0156,0.001,0.078,12.0,0.0879,0.016,1.0548000000000002,13.0,0.0865,0.018,1.1244999999999998,-67.6,-63.2,-67.95,-62.0,2046.0,2011.0,2288.0,1746.0,3.0,0.0,0.0,1773.0,1.0,backward,1.0,3.07999,0.047
81,2020_08_14_11_44_24,1597398264.4312763,55.89376950263977,3.3,0.2494,0.013,0.82302,5.0,0.0157,0.001,0.07849999999999999,12.0,0.088,0.016,1.056,13.0,0.092,0.018,1.196,-67.6,-63.2,-67.95,-62.0,2295.0,2011.0,2035.0,1643.0,3.0,0.0,0.0,1670.0,1.0,backward,1.0,3.1535200000000003,0.048
82,2020_08_14_11_44_25,1597398265.1019597,56.56445288658142,3.3,0.2491,0.013,0.8220299999999999,5.0,0.0156,0.001,0.078,12.0,0.0874,0.016,1.0488,13.0,0.0879,0.018,1.1427,-67.6,-63.2,-67.95,-62.0,2286.0,2011.0,2035.0,1530.0,3.0,0.0,0.0,1556.0,1.0,backward,1.0,3.0915299999999997,0.048
83,2020_08_14_11_44_25,1597398265.691953,57.15444612503052,3.3,0.2491,0.013,0.8220299999999999,5.0,0.0156,0.001,0.078,12.0,0.0875,0.017,1.0499999999999998,13.0,0.0864,0.018,1.1232,-67.6,-63.2,-67.95,-62.0,2046.0,2012.0,2288.0,1429.0,3.0,0.0,0.0,1455.0,1.0,backward,1.0,3.0732299999999997,0.049
84,2020_08_14_11_44_26,1597398266.2141888,57.676681995391846,3.3,0.2491,0.013,0.8220299999999999,5.0,0.0156,0.001,0.078,12.0,0.0873,0.017,1.0476,13.0,0.0796,0.019,1.0348000000000002,-67.55,-63.2,-67.95,-62.0,2049.0,2009.0,2291.0,1341.0,3.0,0.0,0.0,1366.0,1.0,backward,1.0,2.98243,0.05
85,2020_08_14_11_44_26,1597398266.7648559,58.227349042892456,3.3,0.2493,0.013,0.8226899999999999,5.0,0.0155,0.001,0.0775,12.0,0.0882,0.017,1.0584,13.0,0.0778,0.019,1.0113999999999999,-67.55,-63.2,-67.95,-62.0,2295.0,2011.0,2030.0,1247.0,3.0,0.0,0.0,1274.0,1.0,backward,1.0,2.96999,0.05
86,2020_08_14_11_44_27,1597398267.3828716,58.845364809036255,3.3,0.2438,0.013,0.8045399999999999,5.0,0.0156,0.001,0.078,12.0,0.0881,0.017,1.0572,13.0,0.0809,0.019,1.0517,-67.6,-63.2,-67.85,-62.0,2050.0,2241.0,2037.0,1143.0,3.0,0.0,0.0,1169.0,1.0,backward,1.0,2.99144,0.05
87,2020_08_14_11_44_28,1597398268.02462,59.48711323738098,3.3,0.2494,0.013,0.82302,5.0,0.0155,0.001,0.0775,12.0,0.0877,0.017,1.0524,13.0,0.1069,0.019,1.3897,-67.6,-63.2,-67.85,-62.0,2039.0,2012.0,2293.0,1034.0,3.0,0.0,0.0,1059.0,1.0,backward,1.0,3.34262,0.05
88,2020_08_14_11_44_28,1597398268.7547176,60.21721076965332,3.3,0.2493,0.014,0.8226899999999999,5.0,0.0155,0.001,0.0775,12.0,0.0879,0.018,1.0548000000000002,13.0,0.0887,0.019,1.1531,-67.6,-63.2,-67.85,-62.0,2307.0,2008.0,2035.0,910.0,3.0,0.0,0.0,937.0,1.0,backward,1.0,3.10809,0.052000000000000005
89,2020_08_14_11_44_29,1597398269.3972616,60.85975480079651,3.3,0.2492,0.014,0.82236,5.0,0.0155,0.001,0.0775,12.0,0.0882,0.018,1.0584,13.0,0.0955,0.02,1.2415,-67.55,-63.2,-67.95,-62.0,2040.0,2239.0,2032.0,801.0,3.0,0.0,0.0,827.0,1.0,backward,1.0,3.1997600000000004,0.053000000000000005
90,2020_08_14_11_44_30,1597398270.0129695,61.475462675094604,3.3,0.2493,0.014,0.8226899999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0885,0.018,1.0619999999999998,13.0,0.0852,0.02,1.1076,-67.6,-63.2,-67.95,-62.0,2036.0,2011.0,2291.0,696.0,3.0,0.0,0.0,723.0,1.0,backward,1.0,3.0707899999999997,0.053000000000000005
91,2020_08_14_11_44_30,1597398270.782652,62.245145082473755,3.3,0.2447,0.014,0.80751,5.0,0.0155,0.001,0.0775,12.0,0.0876,0.018,1.0512,13.0,0.0816,0.02,1.0608,-67.6,-63.2,-67.95,-62.0,2038.0,2262.0,2038.0,566.0,3.0,0.0,0.0,594.0,1.0,backward,1.0,2.99701,0.053000000000000005
92,2020_08_14_11_44_31,1597398271.5388787,63.00137186050415,3.3,0.2438,0.014,0.8045399999999999,5.0,0.0155,0.001,0.0775,12.0,0.0875,0.018,1.0499999999999998,13.0,0.0775,0.02,1.0075,-67.6,-63.2,-67.85,-62.0,2295.0,2011.0,2035.0,437.0,3.0,0.0,0.0,464.0,1.0,backward,1.0,2.93954,0.053000000000000005
93,2020_08_14_11_44_32,1597398272.1786253,63.64111852645874,3.3,0.2439,0.014,0.80487,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0872,0.019,1.0464,13.0,0.0833,0.02,1.0829,-67.6,-63.2,-67.85,-62.0,2232.0,2008.0,2037.0,329.0,3.0,0.0,0.0,355.0,1.0,backward,1.0,3.01267,0.054000000000000006
94,2020_08_14_11_44_32,1597398272.9145086,64.37700176239014,3.3,0.2438,0.015,0.8045399999999999,5.0,0.0155,0.001,0.0775,12.0,0.0881,0.019,1.0572,13.0,0.0947,0.021,1.2311,-67.6,-63.2,-67.85,-62.0,2036.0,2011.0,2308.0,204.0,3.0,0.0,0.0,231.0,1.0,backward,1.0,3.17034,0.05600000000000001
95,2020_08_14_11_44_33,1597398273.5831566,65.045649766922,3.3,0.2438,0.015,0.8045399999999999,5.0,0.0155,0.001,0.0775,12.0,0.088,0.019,1.056,13.0,0.0834,0.021,1.0842,-67.6,-63.2,-67.85,-62.0,2046.0,2012.0,2290.0,90.0,3.0,0.0,0.0,117.0,0.0,rest,1.0,3.02224,0.05600000000000001
96,2020_08_14_11_44_34,1597398274.1502283,65.61272144317627,3.3,0.2441,0.015,0.80553,5.0,0.0155,0.001,0.0775,12.0,0.0869,0.019,1.0428000000000002,13.0,0.0228,0.021,0.2964,-67.6,-63.2,-67.95,-62.0,2040.0,2008.0,2255.0,0.0,3.0,0.0,0.0,22.0,0.0,rest,0.0,2.22223,0.05600000000000001
97,2020_08_14_11_44_34,1597398274.7011428,66.16363596916199,3.3,0.244,0.015,0.8051999999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0868,0.019,1.0416,13.0,0.012,0.021,0.156,-67.6,-63.2,-67.95,-62.0,2049.0,2011.0,2121.0,0.0,3.0,0.0,0.0,9.0,0.0,rest,0.0,2.0813,0.05600000000000001
98,2020_08_14_11_44_35,1597398275.3216777,66.78417086601257,3.3,0.244,0.015,0.8051999999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0868,0.019,1.0416,13.0,0.012,0.021,0.156,-67.55,-63.2,-67.95,-62.0,2040.0,2011.0,2117.0,0.0,3.0,0.0,0.0,9.0,0.0,rest,0.0,2.0813,0.05600000000000001
99,2020_08_14_11_44_35,1597398275.8656569,67.3281500339508,3.3,0.244,0.015,0.8051999999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0869,0.02,1.0428000000000002,13.0,0.012,0.021,0.156,-67.55,-63.2,-67.95,-62.0,2042.0,2010.0,2121.0,0.0,3.0,0.0,0.0,9.0,0.0,rest,0.0,2.0825,0.05700000000000001
100,2020_08_14_11_44_36,1597398276.4671688,67.92966198921204,3.3,0.244,0.015,0.8051999999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0868,0.02,1.0416,13.0,0.012,0.021,0.156,-67.6,-63.2,-67.85,-62.0,2039.0,2012.0,2116.0,0.0,3.0,0.0,0.0,9.0,0.0,rest,0.0,2.0813,0.05700000000000001
101,2020_08_14_11_44_37,1597398277.1227899,68.58528304100037,3.3,0.244,0.016,0.8051999999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0869,0.02,1.0428000000000002,13.0,0.012,0.021,0.156,-67.6,-63.2,-67.85,-62.0,2039.0,2012.0,2117.0,0.0,3.0,0.0,0.0,9.0,0.0,rest,0.0,2.0825,0.05800000000000001
102,2020_08_14_11_44_37,1597398277.7314603,69.19395351409912,3.3,0.2441,0.016,0.80553,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0868,0.02,1.0416,13.0,0.012,0.021,0.156,-67.6,-63.2,-67.85,-62.0,2042.0,2011.0,2122.0,0.0,3.0,0.0,0.0,9.0,0.0,rest,0.0,2.08163,0.05800000000000001
103,2020_08_14_11_44_38,1597398278.306813,69.76930618286133,3.3,0.244,0.016,0.8051999999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0868,0.02,1.0416,13.0,0.012,0.021,0.156,-67.6,-63.2,-67.95,-62.0,2043.0,2010.0,2120.0,0.0,3.0,0.0,0.0,9.0,0.0,rest,0.0,2.0813,0.05800000000000001
104,2020_08_14_11_44_39,1597398279.0279713,70.49046444892883,3.3,0.244,0.016,0.8051999999999999,5.0,0.0157,0.001,0.07849999999999999,12.0,0.0872,0.02,1.0464,13.001,0.075,0.021,0.9750749999999999,-67.55,-63.2,-67.85,-62.0,2040.0,2011.0,2117.0,0.0,3.0,0.0,0.0,9.0,1.0,forward,1.0,2.905175,0.05800000000000001
105,2020_08_14_11_44_39,1597398279.676658,71.139151096344,3.3,0.2441,0.016,0.80553,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0882,0.021,1.0584,13.0,0.089,0.021,1.157,-67.55,-63.2,-67.85,-62.0,2294.0,2011.0,2033.0,109.0,3.0,0.0,0.0,83.0,1.0,forward,1.0,3.09943,0.06000000000000001
106,2020_08_14_11_44_40,1597398280.2589886,71.72148180007935,3.3,0.2438,0.016,0.8045399999999999,5.0,0.0156,0.002,0.078,12.0,0.0877,0.021,1.0524,13.0,0.0948,0.022,1.2324,-67.55,-63.2,-67.85,-61.9,2314.0,2011.0,2031.0,208.0,3.0,0.0,0.0,179.0,1.0,forward,1.0,3.16734,0.061000000000000006
107,2020_08_14_11_44_40,1597398280.8212695,72.28376269340515,3.3,0.2438,0.016,0.8045399999999999,5.0,0.0155,0.002,0.0775,12.0,0.0877,0.021,1.0524,13.0,0.0965,0.022,1.2545,-67.55,-63.2,-67.85,-61.9,2040.0,2009.0,2293.0,304.0,3.0,0.0,0.0,277.0,1.0,forward,1.0,3.1889399999999997,0.061000000000000006
108,2020_08_14_11_44_41,1597398281.4904253,72.9529185295105,3.3,0.2441,0.017,0.80553,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0878,0.021,1.0536,13.0,0.101,0.022,1.3130000000000002,-67.55,-63.2,-67.85,-62.0,2043.0,2354.0,2035.0,417.0,3.0,0.0,0.0,386.0,1.0,forward,1.0,3.25063,0.062000000000000006
109,2020_08_14_11_44_42,1597398282.07349,73.53598308563232,3.3,0.2438,0.017,0.8045399999999999,5.0,0.0155,0.002,0.0775,12.0,0.0874,0.021,1.0488,13.0,0.093,0.022,1.209,-67.55,-63.2,-67.85,-61.9,2041.0,2289.0,2032.0,516.0,3.0,0.0,0.0,488.0,1.0,forward,1.0,3.13984,0.062000000000000006
110,2020_08_14_11_44_42,1597398282.6824367,74.14492988586426,3.3,0.2491,0.017,0.8220299999999999,5.0,0.0155,0.002,0.0775,12.0,0.0872,0.022,1.0464,13.0,0.1174,0.022,1.5262,-67.55,-63.2,-67.85,-61.9,2326.0,2009.0,2035.0,619.0,3.0,0.0,0.0,592.0,1.0,forward,1.0,3.47213,0.063
111,2020_08_14_11_44_43,1597398283.3300364,74.7925295829773,3.3,0.244,0.017,0.8051999999999999,5.0,0.0155,0.002,0.0775,12.0,0.0887,0.022,1.0644,13.0,0.0982,0.023,1.2766,-67.55,-63.2,-67.95,-61.9,2323.0,2010.0,2031.0,729.0,3.0,0.0,0.0,701.0,1.0,forward,1.0,3.2237,0.064
112,2020_08_14_11_44_43,1597398283.8999104,75.36240363121033,3.3,0.2491,0.017,0.8220299999999999,5.0,0.0155,0.002,0.0775,12.0,0.0878,0.022,1.0536,13.0,0.1121,0.023,1.4573,-67.55,-63.2,-67.95,-61.9,2045.0,2011.0,2294.0,826.0,3.0,0.0,0.0,798.0,1.0,forward,1.0,3.41043,0.064
113,2020_08_14_11_44_44,1597398284.5485675,76.01106071472168,3.3,0.244,0.017,0.8051999999999999,5.0,0.0156,0.002,0.078,12.0,0.0876,0.022,1.0512,12.999,0.1043,0.023,1.3557957,-67.55,-63.2,-67.85,-62.0,2037.0,2263.0,2034.0,936.0,3.0,0.0,0.0,909.0,1.0,forward,1.0,3.2901957,0.064
114,2020_08_14_11_44_45,1597398285.461806,76.9242992401123,3.3,0.244,0.017,0.8051999999999999,5.0,0.0156,0.002,0.078,12.0,0.0879,0.022,1.0548000000000002,13.0,0.0916,0.024,1.1908,-67.55,-63.2,-67.85,-61.9,2045.0,2011.0,2344.0,1091.0,3.0,0.0,0.0,1062.0,1.0,forward,1.0,3.1288,0.065
115,2020_08_14_11_44_46,1597398286.1000423,77.56253552436829,3.3,0.2438,0.018,0.8045399999999999,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0883,0.023,1.0596,13.0,0.1151,0.024,1.4963,-67.55,-63.2,-67.85,-61.9,2050.0,2009.0,2330.0,1199.0,3.0,0.0,0.0,1171.0,1.0,forward,1.0,3.4389399999999997,0.067
116,2020_08_14_11_44_46,1597398286.884122,78.34661507606506,3.3,0.2492,0.018,0.82236,5.0,0.0156,0.002,0.078,12.0,0.0879,0.023,1.0548000000000002,13.0,0.0917,0.024,1.1921,-67.55,-63.2,-67.85,-61.9,2040.0,2281.0,2031.0,1332.0,3.0,0.0,0.0,1304.0,1.0,forward,1.0,3.14726,0.067
117,2020_08_14_11_44_47,1597398287.5110188,78.9735119342804,3.3,0.2493,0.018,0.8226899999999999,5.0,0.0156,0.002,0.078,12.0,0.0876,0.023,1.0512,13.0,0.0945,0.024,1.2285,-67.55,-63.2,-67.85,-61.9,2040.0,2009.0,2305.0,1439.0,3.0,0.0,0.0,1411.0,1.0,forward,1.0,3.1803899999999996,0.067
118,2020_08_14_11_44_48,1597398288.062812,79.52530527114868,3.3,0.2494,0.018,0.82302,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0876,0.023,1.0512,13.0,0.1045,0.024,1.3585,-67.6,-63.2,-67.95,-62.0,2036.0,2287.0,2035.0,1532.0,3.0,0.0,0.0,1503.0,1.0,forward,1.0,3.3112199999999996,0.067
119,2020_08_14_11_44_48,1597398288.7378285,80.20032167434692,3.3,0.2491,0.018,0.8220299999999999,5.0,0.0156,0.002,0.078,12.0,0.0883,0.023,1.0596,13.0,0.0996,0.025,1.2948,-67.6,-63.2,-67.95,-62.0,2323.0,2011.0,2035.0,1647.0,3.0,0.0,0.0,1619.0,1.0,forward,1.0,3.25443,0.068
120,2020_08_14_11_44_49,1597398289.4284272,80.8909204006195,3.3,0.2494,0.018,0.82302,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0881,0.024,1.0572,13.0,0.0974,0.025,1.2662,-67.6,-63.2,-67.95,-62.0,2049.0,2301.0,2037.0,1764.0,3.0,0.0,0.0,1736.0,1.0,forward,1.0,3.22492,0.069
121,2020_08_14_11_44_50,1597398290.074339,81.5368320941925,3.3,0.2492,0.018,0.82236,5.0,0.0156,0.002,0.078,12.0,0.0874,0.024,1.0488,13.0,0.099,0.025,1.2870000000000001,-67.6,-63.2,-67.95,-62.0,2330.0,2009.0,2034.0,1874.0,3.0,0.0,0.0,1846.0,1.0,forward,1.0,3.23616,0.069
122,2020_08_14_11_44_50,1597398290.6469815,82.10947465896606,3.3,0.2491,0.019,0.8220299999999999,5.0,0.0155,0.002,0.0775,12.0,0.0881,0.024,1.0572,13.0,0.0957,0.025,1.2441,-67.6,-63.2,-67.95,-62.0,2334.0,2011.0,2035.0,1971.0,3.0,0.0,0.0,1943.0,1.0,forward,1.0,3.20083,0.07
123,2020_08_14_11_44_51,1597398291.2216215,82.68411469459534,3.3,0.2492,0.019,0.82236,5.0,0.0156,0.002,0.078,12.0,0.0882,0.024,1.0584,13.0,0.1002,0.026,1.3026,-67.6,-63.2,-67.85,-62.0,2040.0,2008.0,2288.0,2068.0,3.0,0.0,0.0,2041.0,1.0,forward,1.0,3.26136,0.071
124,2020_08_14_11_44_51,1597398291.8434627,83.30595588684082,3.3,0.2493,0.019,0.8226899999999999,5.0,0.0155,0.002,0.0775,12.0,0.0884,0.024,1.0608,13.0,0.088,0.026,1.144,-67.6,-63.2,-67.85,-62.0,2035.0,2315.0,2035.0,2174.0,3.0,0.0,0.0,2145.0,1.0,forward,1.0,3.10499,0.071
125,2020_08_14_11_44_52,1597398292.407549,83.87004208564758,3.3,0.2493,0.019,0.8226899999999999,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0881,0.024,1.0572,13.0,0.0993,0.026,1.2909,-67.6,-63.2,-67.95,-62.0,2332.0,2008.0,2039.0,2270.0,3.0,0.0,0.0,2242.0,1.0,forward,1.0,3.24929,0.071
126,2020_08_14_11_44_53,1597398293.113367,84.57586026191711,3.3,0.2494,0.019,0.82302,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0874,0.025,1.0488,13.0,0.0918,0.026,1.1934,-67.6,-63.2,-67.95,-62.0,2306.0,2009.0,2038.0,2389.0,3.0,0.0,0.0,2362.0,1.0,forward,1.0,3.14372,0.072
127,2020_08_14_11_44_53,1597398293.7664878,85.2289810180664,3.3,0.2493,0.019,0.8226899999999999,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0876,0.025,1.0512,13.0,0.0929,0.026,1.2077,-67.6,-63.2,-67.95,-62.0,2048.0,2009.0,2286.0,2500.0,3.0,0.0,0.0,2473.0,1.0,forward,1.0,3.16009,0.072
128,2020_08_14_11_44_54,1597398294.4281492,85.89064240455627,3.3,0.2493,0.019,0.8226899999999999,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0883,0.025,1.0596,13.0,0.0869,0.027,1.1297000000000001,-67.6,-63.2,-67.85,-62.0,2039.0,2011.0,2290.0,2612.0,3.0,0.0,0.0,2586.0,1.0,forward,1.0,3.09049,0.073
129,2020_08_14_11_44_54,1597398294.9969385,86.4594316482544,3.3,0.2493,0.02,0.8226899999999999,5.0,0.0155,0.002,0.0775,12.0,0.0877,0.025,1.0524,13.0,0.0977,0.027,1.2701,-67.6,-63.2,-67.95,-62.0,2309.0,2011.0,2031.0,2709.0,3.0,0.0,0.0,2681.0,1.0,forward,1.0,3.22269,0.074
130,2020_08_14_11_44_55,1597398295.581606,87.04409909248352,3.3,0.2492,0.02,0.82236,5.0,0.0155,0.002,0.0775,12.0,0.0876,0.025,1.0512,13.0,0.085,0.027,1.105,-67.6,-63.2,-67.95,-62.0,2040.0,2276.0,2032.0,2808.0,3.0,0.0,0.0,2780.0,1.0,forward,1.0,3.05606,0.074
131,2020_08_14_11_44_56,1597398296.1121454,87.5746386051178,3.3,0.2493,0.02,0.8226899999999999,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0883,0.026,1.0596,13.0,0.097,0.027,1.2610000000000001,-67.6,-63.2,-67.95,-62.0,2035.0,2270.0,2034.0,2898.0,3.0,0.0,0.0,2871.0,1.0,forward,1.0,3.2217900000000004,0.075
132,2020_08_14_11_44_56,1597398296.857129,88.3196222782135,3.3,0.2493,0.02,0.8226899999999999,5.0,0.0155,0.002,0.0775,12.0,0.0881,0.026,1.0572,13.0,0.0966,0.027,1.2558,-67.6,-63.2,-67.95,-62.0,2040.0,2314.0,2032.0,3025.0,3.0,0.0,0.0,2996.0,1.0,forward,1.0,3.21319,0.075
133,2020_08_14_11_44_57,1597398297.486909,88.94940209388733,3.3,0.2492,0.02,0.82236,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0877,0.026,1.0524,13.0,0.1081,0.028,1.4053,-67.6,-63.2,-67.95,-62.0,2041.0,2267.0,2032.0,3131.0,3.0,0.0,0.0,3104.0,1.0,forward,1.0,3.3585599999999998,0.076
134,2020_08_14_11_44_58,1597398298.0740561,89.53654932975769,3.3,0.2491,0.02,0.8220299999999999,5.0,0.0155,0.002,0.0775,12.0,0.0884,0.026,1.0608,13.0,0.0917,0.028,1.1921,-67.6,-63.2,-67.95,-62.0,2306.0,2011.0,2034.0,3231.0,3.0,0.0,0.0,3203.0,1.0,forward,1.0,3.15243,0.076
135,2020_08_14_11_44_58,1597398298.7171025,90.17959570884705,3.3,0.2491,0.02,0.8220299999999999,5.0,0.0155,0.002,0.0775,12.0,0.0882,0.026,1.0584,13.0,0.0921,0.028,1.1973,-67.6,-63.2,-67.95,-62.0,2037.0,2011.0,2297.0,3340.0,3.0,0.0,0.0,3312.0,1.0,forward,1.0,3.15523,0.076
136,2020_08_14_11_44_59,1597398299.3506196,90.81311273574829,3.3,0.2491,0.021,0.8220299999999999,5.0,0.0156,0.002,0.078,12.0,0.0881,0.026,1.0572,13.0,0.0962,0.028,1.2506,-67.6,-63.2,-67.95,-62.0,2045.0,2010.0,2297.0,3448.0,3.0,0.0,0.0,3420.0,1.0,forward,1.0,3.2078299999999995,0.077
137,2020_08_14_11_44_59,1597398299.981551,91.44404411315918,3.3,0.2494,0.021,0.82302,5.0,0.0155,0.002,0.0775,12.0,0.0875,0.027,1.0499999999999998,13.0,0.1036,0.029,1.3468,-67.6,-63.2,-67.95,-62.0,2304.0,2011.0,2030.0,3555.0,3.0,0.0,0.0,3527.0,1.0,forward,1.0,3.29732,0.079
138,2020_08_14_11_45_00,1597398300.5670915,92.02958464622498,3.3,0.2494,0.021,0.82302,5.0,0.0156,0.002,0.078,12.0,0.0882,0.027,1.0584,13.0,0.0876,0.029,1.1388,-67.6,-63.2,-67.95,-62.0,2049.0,2278.0,2036.0,3654.0,3.0,0.0,0.0,3626.0,1.0,forward,1.0,3.09822,0.079
139,2020_08_14_11_45_01,1597398301.1904366,92.65292978286743,3.3,0.2492,0.021,0.82236,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0883,0.027,1.0596,13.0,0.1,0.029,1.3,-67.6,-63.2,-67.95,-62.0,2036.0,2010.0,2299.0,3760.0,3.0,0.0,0.0,3732.0,1.0,forward,1.0,3.26046,0.079
140,2020_08_14_11_45_01,1597398301.8266134,93.28910660743713,3.3,0.2494,0.021,0.82302,5.0,0.0157,0.002,0.07849999999999999,12.0,0.0873,0.027,1.0476,13.0,0.0981,0.029,1.2753,-67.6,-63.2,-67.95,-62.0,2046.0,2010.0,2304.0,3868.0,3.0,0.0,0.0,3840.0,1.0,forward,1.0,3.2244200000000003,0.079
141,2020_08_14_11_45_02,1597398302.6385188,94.10101199150085,3.3,0.2441,0.021,0.80553,5.0,0.0156,0.002,0.078,12.0,0.0885,0.027,1.0619999999999998,13.0,0.0948,0.03,1.2324,-67.6,-63.2,-67.85,-62.0,2036.0,2011.0,2292.0,4006.0,3.0,0.0,0.0,3978.0,1.0,forward,1.0,3.17793,0.08
